Actual_quantity,Customer,Created_date,Product_group,Product_family,Country,New_SKU_Name
1,,27/06/2019,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Essential - White Sunrise
1,,17/07/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal
3,UBW,1/3/2019,Component,Other,Belgium,Other
2,DPD,25/07/2019,Component,Other,Belgium,Other
1,NOWCOMPANY,17/01/2019,Component,Other,Belgium,Other
1,,15/04/2019,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 3S
1,DPD,18/06/2019,Component,Other,France,Other
1,,10/5/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Light+ - All Black
1,,25/07/2019,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 8S
1,,8/7/2019,Component,Other,Netherlands,Other
1,DPD,7/6/2019,Component,Other,Belgium,Other
1,,16/02/2019,Component,Other,Belgium,Other
1,,2/7/2019,Component,Other,Belgium,Other
1,DPD,18/06/2019,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue
1,AGU,11/6/2019,Component,Other,Belgium,Other
1,AGU,25/01/2019,Component,Other,Belgium,Other
1,,22/03/2019,Component,Other,Belgium,Other
2,,20/07/2019,Component,Other,Belgium,Other
1,Humpert,26/07/2019,Component,Other,Belgium,Other
2,,17/07/2019,Component,Other,Belgium,Other
1,,16/04/2019,Component,Other,Belgium,Other
1,AGU,15/05/2019,Component,Other,Belgium,Other
2,,1/3/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue
1,,15/01/2019,Component,Other,Belgium,Other
1,AGU,28/02/2019,Component,Other,Belgium,Other
1,SELLE ROYAL,21/02/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,,25/06/2019,Component,Other,France,Other
1,AGU,16/03/2019,Component,Other,Belgium,Other
1,DPD,28/05/2019,Component,Other,Belgium,Other
1,,18/06/2019,Component,Other,Belgium,Other
1,,17/07/2019,Component,Other,Belgium,Other
1,NOWCOMPANY,8/4/2019,Component,Other,Belgium,Other
1,,24/04/2019,Bike,Other,Belgium,Ahooga Modular Bike - Push - 8S
1,,17/07/2019,Component,Other,Belgium,Other
1,DPD,3/6/2019,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Style+ - Jaw Drop Charcoal
1,,15/05/2019,Component,Other,Belgium,Other
-1,UBW ZRT,16/02/2019,Component,Other,Belgium,Other
1,,16/07/2019,Component,Other,Belgium,Other
1,,15/05/2019,Component,Other,Belgium,Other
1,UBW,17/05/2019,Component,Other,Belgium,Other
1,DPD,4/6/2019,Bike,Power 36V,Germany,Ahooga Folding Bike - Power+ - OMG Silver
1,,23/03/2019,Component,Other,Belgium,Other
1,,29/06/2019,Component,Other,Belgium,Other
1,AGU,10/7/2019,Component,Other,Belgium,Other
1,DPD,27/06/2019,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 8S
1,,17/07/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,,22/05/2019,Component,Other,Belgium,Other
1,UBW,11/1/2019,Component,Other,Belgium,Other
1,UBW ZRT,1/8/2019,Component,Other,Belgium,Other
1,DPD,6/5/2019,Component,Other,Netherlands,Other
1,,23/03/2019,Component,Other,Belgium,Other
1,,24/04/2019,Bike,Power 36V,Germany,Ahooga Folding Bike - Power+ - OMG Silver
1,,18/06/2019,Component,Other,Belgium,Other
1,,17/07/2019,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 8S
1,Ahooga Sprl,12/7/2019,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Style+ - Jaw Drop Charcoal
1,UBW,9/7/2019,Component,Other,Belgium,Other
1,Qibbel,13/06/2019,Component,Other,Belgium,Other
1,HARTJE,11/1/2019,Component,Other,Belgium,Other
1,ROOL IN,7/6/2019,Component,Other,Belgium,Other
1,,26/07/2019,Component,Other,Belgium,Other
1,NOWCOMPANY,25/05/2019,Component,Other,Belgium,Other
1,AGU,28/05/2019,Component,Other,Belgium,Other
1,DPD,14/05/2019,Component,Other,Luxembourg,Other
1,DPD,16/05/2019,Component,Other,Belgium,Other
1,,19/02/2019,Component,Other,Belgium,Other
1,DPD,17/05/2019,Component,Other,Belgium,Other
1,Greenway,13/06/2019,Component,Other,Belgium,Other
1,ROOL IN,9/5/2019,Component,Other,Belgium,Other
1,,10/5/2019,Component,Other,Netherlands,Other
1,AGU,19/01/2019,Component,Other,Belgium,Other
1,,4/6/2019,Component,Other,Belgium,Other
1,,10/5/2019,Component,Other,Germany,Other
1,,24/07/2019,Component,Other,Belgium,Other
1,,27/06/2019,Component,Other,France,Other
1,UBW,29/03/2019,Component,Other,Belgium,Other
1,DPD,20/06/2019,Component,Other,Belgium,Other
1,,15/02/2019,Component,Other,Switzerland,Other
1,,17/07/2019,Component,Other,Belgium,Other
5,DPD,14/05/2019,Bike,Power 36V,Germany,Ahooga Folding Bike - Power+ - OMG Silver
1,,17/01/2019,Component,Other,Belgium,Other
1,HARTJE,26/07/2019,Component,Other,Belgium,Other
1,,17/05/2019,Component,Other,Belgium,Other
1,Ahooga Sprl,13/06/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue
1,,1/3/2019,Component,Other,Belgium,Other
1,DPD,4/6/2019,Component,Other,Belgium,Other
1,DPD,31/05/2019,Component,Other,Belgium,Other
1,RADICAL DESIGN,4/6/2019,Component,Other,Belgium,Other
2,DPD,27/05/2019,Component,Other,Germany,Other
1,AGU,21/03/2019,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 3S
2,,8/5/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,NOWCOMPANY,16/02/2019,Component,Other,Belgium,Other
1,,18/06/2019,Component,Other,Belgium,Other
1,,16/05/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,UBW ZRT,15/07/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,,14/06/2019,Component,Other,Belgium,Other
1,,24/01/2019,Component,Other,Belgium,Other
1,,25/05/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal
1,UBW ZRT,31/05/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,HARTJE,18/01/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,,29/04/2019,Component,Other,Belgium,Other
1,UBW ZRT,29/03/2019,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue
1,,21/05/2019,Component,Other,Belgium,Other
1,,10/7/2019,Component,Other,Belgium,Other
1,BLB,23/05/2019,Component,Other,Belgium,Other
1,FAHRER,29/07/2019,Component,Other,Belgium,Other
1,AGU,29/05/2019,Bike,Other,Belgium,Ahooga Modular Bike - 30V - 1S
1,,25/04/2019,Component,Other,Ireland,Other
1,,28/06/2019,Component,Other,Belgium,Other
1,,21/06/2019,Component,Other,Belgium,Other
1,UBW ZRT,29/06/2019,Component,Other,Belgium,Other
1,,23/01/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,UBW,8/2/2019,Component,Other,Belgium,Other
1,,3/6/2019,Component,Other,Belgium,Other
1,AGU,28/05/2019,Component,Other,Belgium,Other
1,,4/6/2019,Component,Other,Germany,Other
1,,7/6/2019,Component,Other,Belgium,Other
1,,20/03/2019,Component,Other,Belgium,Other
2,UBW,7/6/2019,Component,Other,Belgium,Other
1,,15/04/2019,Component,Other,Belgium,Other
1,,2/8/2019,Component,Other,Belgium,Other
1,DPD,4/6/2019,Component,Other,Belgium,Other
1,,3/7/2019,Component,Other,Belgium,Other
1,,26/03/2019,Component,Other,Belgium,Other
1,,20/03/2019,Component,Other,Belgium,Other
1,UBW,2/4/2019,Component,Other,Belgium,Other
1,Ahooga Sprl,26/03/2019,Component,Other,Belgium,Other
1,AGU,30/07/2019,Component,Other,Belgium,Other
1,AGU,7/2/2019,Bike,Power 36V,France,Ahooga Folding Bike - Power+ - OMG Silver
1,UBW,8/7/2019,Bike,Power 36V,France,Ahooga Folding Bike - Power+ - OMG Silver
1,DPD,4/6/2019,Bike,Hybrid 24V,Luxembourg,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue
1,DPD,11/1/2019,Component,Other,Belgium,Other
1,,17/07/2019,Component,Other,Belgium,Other
1,UBW ZRT,12/6/2019,Component,Other,France,Other
1,,8/2/2019,Component,Other,Belgium,Other
1,,21/02/2019,Component,Other,Belgium,Other
1,,1/8/2019,Component,Other,Belgium,Other
1,,13/02/2019,Component,Other,Belgium,Other
2,,25/03/2019,Component,Other,Belgium,Other
1,HARTJE,17/01/2019,Component,Other,Belgium,Other
1,,17/07/2019,Component,Other,Germany,Other
1,,24/07/2019,Component,Other,Belgium,Other
1,,17/07/2019,Bike,Other,Belgium,Ahooga eBike - Copper Brillant/Mar+
1,AGU,22/07/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Essential - White Sunrise
1,AGU,21/06/2019,Component,Other,Belgium,Other
1,,27/06/2019,Component,Other,Belgium,Other
1,,8/5/2019,Component,Other,Belgium,Other
1,,16/05/2019,Component,Other,Germany,Other
1,ROOL IN,4/4/2019,Component,Other,Belgium,Other
1,Ahooga Sprl,23/03/2019,Component,Other,Belgium,Other
1,AGU,7/6/2019,Component,Other,Belgium,Other
1,,8/6/2019,Component,Other,Belgium,Other
1,,28/03/2019,Component,Other,Belgium,Other
1,,29/07/2019,Component,Other,Belgium,Other
1,,17/01/2019,Component,Other,Belgium,Other
1,DPD,21/02/2019,Component,Other,Belgium,Other
1,,15/01/2019,Bike,Other,France,Ahooga Modular Bike - 36V - 3S
1,AGU,12/4/2019,Component,Other,Belgium,Other
2,,20/05/2019,Component,Other,Belgium,Other
1,,27/06/2019,Component,Other,Belgium,Other
1,DPD,3/4/2019,Component,Other,Belgium,Other
1,ROOL IN,13/07/2019,Component,Other,Belgium,Other
1,AGU,18/06/2019,Component,Other,Belgium,Other
1,,30/06/2019,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue
1,,27/04/2019,Component,Other,Belgium,Other
1,UBW ZRT,6/6/2019,Component,Other,Belgium,Other
1,,7/5/2019,Component,Other,Belgium,Other
1,BLB,17/05/2019,Component,Other,Belgium,Other
1,,27/06/2019,Component,Other,Belgium,Other
1,DPD,21/02/2019,Component,Other,Belgium,Other
1,AGU,13/05/2019,Component,Other,Belgium,Other
1,,15/07/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Essential - White Sunrise
1,RADICAL DESIGN,14/05/2019,Component,Other,Belgium,Other
1,,3/7/2019,Component,Other,Belgium,Other
1,,26/07/2019,Component,Other,Belgium,Other
1,,16/01/2019,Component,Other,Belgium,Other
1,DPD,4/6/2019,Component,Other,Belgium,Other
1,UBW,23/01/2019,Component,Other,Belgium,Other
1,AGU,14/05/2019,Component,Other,Belgium,Other
1,AGU,14/05/2019,Component,Other,Belgium,Other
1,,3/5/2019,Component,Other,Belgium,Other
1,AGU,21/03/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,DPD,27/06/2019,Component,Other,Belgium,Other
1,Humpert,15/06/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,,10/7/2019,Component,Other,Belgium,Other
1,UBW,18/02/2019,Component,Other,Belgium,Other
1,AGU,18/06/2019,Component,Other,Belgium,Other
1,DPD,20/03/2019,Component,Other,Belgium,Other
1,UBW ZRT,10/4/2019,Component,Other,Belgium,Other
1,,27/06/2019,Component,Other,Belgium,Other
1,,8/5/2019,Component,Other,France,Other
1,AGU,29/05/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal
1,,25/03/2019,Component,Other,Belgium,Other
1,DPD,27/02/2019,Component,Other,France,Other
1,,2/4/2019,Component,Other,Belgium,Other
-1,UBW,15/04/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,UBW,20/06/2019,Component,Other,Belgium,Other
1,AGU,3/5/2019,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Essential - White Sunrise
1,,30/07/2019,Bike,Other,Belgium,Ahooga Modular Bike - 30V - 1S
1,,24/04/2019,Component,Other,Belgium,Other
2,,25/07/2019,Component,Other,Belgium,Other
1,Ahooga Sprl,18/01/2019,Component,Other,Belgium,Other
1,AGU,18/01/2019,Component,Other,Belgium,Other
1,,28/05/2019,Component,Other,Belgium,Other
1,,29/05/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,,11/3/2019,Component,Other,Belgium,Other
1,,4/4/2019,Bike,Other,Belgium,Ahooga Modular Bike - 30V - 1S
1,,21/06/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,SELLE ROYAL,20/07/2019,Component,Other,Belgium,Other
1,DPD,22/05/2019,Component,Other,France,Other
1,,16/05/2019,Component,Other,France,Other
1,,10/5/2019,Component,Other,Netherlands,Other
1,AGU,29/03/2019,Component,Other,Belgium,Other
1,,2/5/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,NOWCOMPANY,5/1/2019,Component,Other,Belgium,Other
1,UBW ZRT,13/02/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal
1,UBW,17/04/2019,Component,Other,Belgium,Other
1,AGU,9/2/2019,Component,Other,Belgium,Other
1,UBW,15/03/2019,Component,Other,France,Other
1,,21/05/2019,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 3S
1,DPD,28/03/2019,Component,Other,Belgium,Other
1,,1/3/2019,Component,Other,Belgium,Other
1,,23/05/2019,Component,Other,Belgium,Other
1,,17/07/2019,Component,Other,Belgium,Other
1,UBW ZRT,8/5/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue
1,,6/6/2019,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Style+ - Jaw Drop Charcoal
1,,28/03/2019,Bike,Other,Belgium,Ahooga Modular Bike - 30V - 1S
1,,8/6/2019,Component,Other,Belgium,Other
1,,28/05/2019,Component,Other,Belgium,Other
1,UBW,14/06/2019,Component,Other,Belgium,Other
1,DPD,6/3/2019,Component,Other,France,Other
1,,31/07/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue
1,,20/03/2019,Component,Other,Belgium,Other
1,,20/07/2019,Component,Other,Belgium,Other
1,,28/03/2019,Component,Other,Belgium,Other
1,DPD,21/02/2019,Component,Other,France,Other
1,,8/2/2019,Component,Other,Belgium,Other
1,Greenway,8/4/2019,Component,Other,Finland,Other
1,,15/05/2019,Component,Other,Belgium,Other
1,,5/3/2019,Component,Other,Belgium,Other
1,DPD,8/7/2019,Component,Other,Belgium,Other
1,,31/07/2019,Component,Other,Belgium,Other
1,AGU,19/07/2019,Component,Other,Belgium,Other
1,UBW ZRT,24/07/2019,Bike,Other,Belgium,Ahooga Modular Bike - 30V - 1S
1,,1/8/2019,Component,Other,Belgium,Other
1,,18/06/2019,Component,Other,United Kingdom,Other
1,,29/06/2019,Component,Other,Belgium,Other
1,AGU,30/07/2019,Component,Other,Belgium,Other
1,,1/8/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,,16/05/2019,Component,Other,Belgium,Other
1,,15/03/2019,Component,Other,France,Other
2,UBW,8/7/2019,Component,Other,Belgium,Other
1,UBW,16/07/2019,Component,Other,Belgium,Other
1,,26/06/2019,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 3S
1,Ahooga Sprl,25/01/2019,Component,Other,France,Other
1,,18/05/2019,Component,Other,Belgium,Other
1,AGU,16/07/2019,Component,Other,Belgium,Other
1,UBW ZRT,8/1/2019,Component,Other,Ireland,Other
1,,21/05/2019,Component,Other,Belgium,Other
1,,11/7/2019,Component,Other,France,Other
5,UBW,29/04/2019,Component,Other,Belgium,Other
1,AGU,15/02/2019,Component,Other,Belgium,Other
1,,10/5/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue
1,Ahooga Sprl,3/6/2019,Component,Other,Belgium,Other
1,Humpert,20/03/2019,Bike,Other,Belgium,"eBike caliper marathon+ 4,4Ah batteryVINTAGE BLUE GLOSSY, white decal, brown grip and saddle(for Belgium ONLY: BEBAT included): Ahooga Hybrid Bike"
1,,10/4/2019,Component,Other,Belgium,Other
1,,12/4/2019,Component,Other,Belgium,Other
1,,11/2/2019,Component,Other,Belgium,Other
1,,5/6/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Light+ - All Black
1,,20/03/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
4,,4/6/2019,Component,Other,Belgium,Other
1,,16/05/2019,Component,Other,Belgium,Other
1,,15/03/2019,Component,Other,Belgium,Other
1,DPD,20/05/2019,Component,Other,Belgium,Other
1,BLB,5/6/2019,Component,Other,Belgium,Other
1,NOWCOMPANY,4/4/2019,Component,Other,Belgium,Other
1,DPD,15/01/2019,Component,Other,France,Other
1,,10/5/2019,Component,Other,Germany,Other
1,UBW ZRT,18/04/2019,Component,Other,Belgium,Other
1,,21/05/2019,Component,Other,Belgium,Other
1,,19/07/2019,Component,Other,Belgium,Other
1,UBW ZRT,3/6/2019,Component,Other,Belgium,Other
8,,4/7/2019,Component,Other,Germany,Other
1,NOWCOMPANY,15/05/2019,Component,Other,Belgium,Other
1,DPD,27/02/2019,Component,Other,Sweden,Other
1,SELLE ROYAL,2/2/2019,Component,Other,Belgium,Other
1,,29/04/2019,Component,Other,Belgium,Other
1,,16/07/2019,Component,Other,Belgium,Other
1,,30/06/2019,Component,Other,Belgium,Other
1,,25/06/2019,Component,Other,Belgium,Other
1,,1/7/2019,Component,Other,Belgium,Other
1,HARTJE,19/07/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,,15/06/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue
1,Ahooga Sprl,18/02/2019,Component,Other,Belgium,Other
1,UBW ZRT,24/01/2019,Component,Other,Belgium,Other
1,,22/01/2019,Component,Other,Belgium,Other
1,,13/03/2019,Component,Other,Belgium,Other
1,SELLE ROYAL,7/6/2019,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Essential - White Sunrise
1,DPD,18/04/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue
1,,28/01/2019,Component,Other,Belgium,Other
1,DPD,17/07/2019,Component,Other,Belgium,Other
1,UBW ZRT,29/04/2019,Component,Other,Belgium,Other
1,AGU,12/4/2019,Component,Other,Belgium,Other
1,AGU,16/05/2019,Component,Other,United Kingdom,Other
1,,21/02/2019,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 3S
1,,21/05/2019,Component,Other,Belgium,Other
1,UBW,15/07/2019,Component,Other,Belgium,Other
1,,24/07/2019,Component,Other,Belgium,Other
1,BLB,18/06/2019,Component,Other,Belgium,Other
1,AGU,7/6/2019,Component,Other,Belgium,Other
1,,17/01/2019,Component,Other,Belgium,Other
1,UBW,1/8/2019,Component,Other,Belgium,Other
1,DPD,1/3/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,AGU,22/06/2019,Component,Other,Belgium,Other
1,UBW,3/5/2019,Component,Other,Belgium,Other
1,NOWCOMPANY,18/06/2019,Component,Other,Belgium,Other
1,,31/07/2019,Component,Other,Belgium,Other
1,SELLE ROYAL,3/6/2019,Component,Other,Belgium,Other
1,DPD,30/04/2019,Component,Other,Germany,Other
1,UBW ZRT,16/07/2019,Component,Other,Belgium,Other
1,,29/07/2019,Component,Other,Belgium,Other
2,,3/6/2019,Component,Other,Belgium,Other
1,,27/06/2019,Bike,Other,Belgium,Ahooga Modular Bike - Push - 8S
1,,22/05/2019,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue
1,,23/07/2019,Bike,Other,Luxembourg,Ahooga Modular Bike - 36V - 8S
3,DPD,17/07/2019,Component,Other,Germany,Other
2,,18/07/2019,Component,Other,Belgium,Other
1,NOWCOMPANY,27/04/2019,Component,Other,Belgium,Other
1,ROOL IN,24/04/2019,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver
1,HARTJE,19/07/2019,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 3S
1,,8/1/2019,Bike,Hybrid 24V,Ireland,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue
1,DPD,4/6/2019,Component,Other,Germany,Other
1,,30/06/2019,Component,Other,Belgium,Other
1,,27/07/2019,Component,Other,Belgium,Other
1,HARTJE,27/06/2019,Component,Other,Belgium,Other
1,,4/6/2019,Component,Other,Belgium,Other
1,UBW ZRT,23/03/2019,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 8S
